churn_probability,actual_churn,top_risk_factors,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,risk_tier,expected_remaining_months,CLV,priority_score,priority_rank
0.59162194,0,"PaymentMethod_Electronic check, DeviceProtection_Yes, StreamingMovies_Yes",66,45.55,3027.25,One year,DSL,MEDIUM,1.0,45.55,26.95,696
0.11959794,1,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",30,91.7,2758.15,Month-to-month,Fiber optic,LOW,2.421786120591584,222.08,26.56,697
0.38330358,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), StreamingMovies_Yes",44,68.85,2958.95,Month-to-month,Fiber optic,LOW,1.0,68.85,26.39,698
0.30246386,0,"num_services, Contract_Two year, MonthlyCharges",47,87.2,4017.45,Month-to-month,Fiber optic,LOW,1.0,87.2,26.37,699
0.26510805,0,"MonthlyCharges, PaymentMethod_Electronic check, num_services",43,99.3,4209.95,Month-to-month,Fiber optic,LOW,1.0,99.3,26.33,700
0.29108357,0,"charge_per_service, tenure, TotalCharges",72,90.35,6563.4,Two year,Fiber optic,LOW,1.0,90.35,26.3,701
0.013692851,0,"charge_per_service, num_services, PaymentMethod_Electronic check",5,70.0,347.4,One year,DSL,LOW,27.421786120591584,1919.53,26.28,702
0.234087,0,"num_services, charge_per_service, MonthlyCharges",72,110.65,8065.65,Two year,Fiber optic,LOW,1.0,110.65,25.9,703
0.33816153,1,"charge_per_service, PaymentMethod_Electronic check, Dependents",68,75.8,5293.95,One year,DSL,LOW,1.0,75.8,25.63,704
0.030196667,0,"PaymentMethod_Electronic check, charge_per_service, Contract_Two year",23,90.05,2169.8,Month-to-month,Fiber optic,LOW,9.421786120591584,848.43,25.62,705
0.3005751,1,"PaymentMethod_Electronic check, num_services, charge_per_service",72,85.15,6316.2,Two year,DSL,LOW,1.0,85.15,25.59,706
0.46133712,0,"charge_per_service, tenure, num_services",72,55.3,3983.6,Two year,DSL,MEDIUM,1.0,55.3,25.51,707
0.09772246,0,"PaymentMethod_Electronic check, num_services, OnlineBackup_Yes",22,24.85,493.4,Month-to-month,No,LOW,10.421786120591584,258.98,25.31,708
0.36091223,1,"num_services, PaymentMethod_Electronic check, tenure",58,70.1,4048.95,Two year,DSL,LOW,1.0,70.1,25.3,709
0.33754075,1,"PaymentMethod_Electronic check, num_services, StreamingTV_Yes",47,74.45,3510.3,Two year,DSL,LOW,1.0,74.45,25.13,710
0.25056076,0,"tenure, StreamingTV_Yes, OnlineBackup_Yes",59,99.5,5961.1,One year,Fiber optic,LOW,1.0,99.5,24.93,711
0.055689912,0,"PaymentMethod_Electronic check, StreamingTV_Yes, DeviceProtection_Yes",10,19.95,187.75,Month-to-month,No,LOW,22.421786120591584,447.31,24.91,712
0.35932836,0,"num_services, PaymentMethod_Electronic check, charge_per_service",56,68.75,3808.0,One year,DSL,LOW,1.0,68.75,24.7,713
0.28846398,1,"StreamingTV_Yes, PaymentMethod_Electronic check, TotalCharges",52,85.15,4461.85,Two year,DSL,LOW,1.0,85.15,24.56,714
0.31812614,1,"PaymentMethod_Electronic check, StreamingMovies_Yes, tenure",68,76.9,5023.0,One year,DSL,LOW,1.0,76.9,24.46,715
0.4182319,0,"PaymentMethod_Electronic check, num_services, charge_per_service",33,58.45,1955.4,One year,DSL,MEDIUM,1.0,58.45,24.45,716
0.23097861,0,"PaymentMethod_Electronic check, num_services, PaymentMethod_Credit card (automatic)",54,105.2,5637.85,One year,Fiber optic,LOW,1.0,105.2,24.3,717
0.41324311,0,"charge_per_service, num_services, PaymentMethod_Electronic check",71,58.65,4145.25,Two year,DSL,MEDIUM,1.0,58.65,24.24,718
0.04052812,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), TotalCharges",25,79.85,2015.35,Month-to-month,Fiber optic,LOW,7.421786120591584,592.63,24.02,719
0.29812446,0,"OnlineBackup_Yes, charge_per_service, tenure",38,80.3,3058.65,One year,DSL,LOW,1.0,80.3,23.94,720
0.10403267,0,"num_services, OnlineBackup_Yes, Contract_Two year",30,94.3,2679.7,Month-to-month,Fiber optic,LOW,2.421786120591584,228.37,23.76,721
0.031435,0,"Contract_Two year, PaymentMethod_Electronic check, MonthlyCharges",21,64.95,1339.8,Month-to-month,DSL,LOW,11.421786120591584,741.85,23.32,722
0.049713664,0,"charge_per_service, num_services, PaymentMethod_Electronic check",8,19.2,161.95,One year,No,LOW,24.421786120591584,468.9,23.31,723
0.009966434,0,"tenure, PaymentMethod_Electronic check, num_services",1,74.1,74.1,One year,DSL,LOW,31.421786120591584,2328.35,23.21,724
0.2905892,0,"num_services, charge_per_service, PaymentMethod_Electronic check",63,79.7,4786.15,One year,DSL,LOW,1.0,79.7,23.16,725
0.38240469,0,"num_services, DeviceProtection_Yes, Contract_Two year",68,60.3,4109.0,Two year,DSL,LOW,1.0,60.3,23.06,726
0.21944302,1,"num_services, tenure, PaymentMethod_Electronic check",50,103.85,5017.9,Month-to-month,Fiber optic,LOW,1.0,103.85,22.79,727
0.026290877,0,"charge_per_service, num_services, PaymentMethod_Electronic check",11,40.4,422.6,One year,DSL,LOW,21.421786120591584,865.44,22.75,728
0.11176471,0,"tenure, Contract_Two year, DeviceProtection_Yes",24,24.1,587.4,Two year,No,LOW,8.421786120591584,202.97,22.68,729
0.01851083,0,"charge_per_service, num_services, MonthlyCharges",20,98.55,1842.8,Month-to-month,Fiber optic,LOW,12.421786120591584,1224.17,22.66,730
0.012903104,0,"charge_per_service, PaymentMethod_Electronic check, num_services",5,63.95,318.1,Month-to-month,DSL,LOW,27.421786120591584,1753.62,22.63,731
0.44600877,0,"PaymentMethod_Electronic check, charge_per_service, num_services",32,50.6,1653.45,Month-to-month,DSL,MEDIUM,1.0,50.6,22.57,732
0.022624882,0,"Contract_Two year, num_services, PaymentMethod_Electronic check",1,31.35,31.35,Month-to-month,DSL,LOW,31.421786120591584,985.07,22.29,733
0.037380237,0,"charge_per_service, PaymentMethod_Electronic check, num_services",1,18.85,18.85,Month-to-month,No,LOW,31.421786120591584,592.3,22.14,734
0.90505993,1,"tenure, PaymentMethod_Electronic check, charge_per_service",58,24.35,1423.85,Two year,No,HIGH,1.0,24.35,22.04,735
0.04902824,0,"Contract_Two year, PaymentMethod_Electronic check, num_services",10,19.85,193.05,Month-to-month,No,LOW,22.421786120591584,445.07,21.82,736
0.013302091,1,"charge_per_service, PaymentMethod_Electronic check, OnlineBackup_Yes",9,70.05,564.4,Month-to-month,DSL,LOW,23.421786120591584,1640.7,21.82,736
0.012109687,0,"num_services, tenure, Contract_Two year",10,80.25,846.0,Month-to-month,Fiber optic,LOW,22.421786120591584,1799.35,21.79,738
0.32515192,1,"num_services, Dependents, PaymentMethod_Electronic check",72,66.85,4758.8,Two year,DSL,LOW,1.0,66.85,21.74,739
0.20608668,0,"num_services, PaymentMethod_Electronic check, TotalCharges",65,105.05,6744.25,One year,Fiber optic,LOW,1.0,105.05,21.65,740
0.30440605,1,"num_services, PaymentMethod_Electronic check, charge_per_service",34,70.0,2416.1,Month-to-month,Fiber optic,LOW,1.0,70.0,21.31,741
0.017165193,0,"charge_per_service, num_services, StreamingTV_Yes",10,55.2,528.35,Month-to-month,DSL,LOW,22.421786120591584,1237.68,21.25,742
0.012302073,0,"charge_per_service, num_services, MonthlyCharges",15,99.1,1426.4,Month-to-month,Fiber optic,LOW,17.421786120591584,1726.5,21.24,743
0.20208262,1,"num_services, tenure, charge_per_service",56,104.55,5794.65,One year,Fiber optic,LOW,1.0,104.55,21.13,744
0.016927509,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",1,39.65,39.65,Month-to-month,DSL,LOW,31.421786120591584,1245.87,21.09,745
0.068337396,0,"num_services, StreamingMovies_Yes, tenure",27,56.7,1652.95,Month-to-month,DSL,LOW,5.421786120591584,307.42,21.01,746
0.0327706,0,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",24,76.1,1712.7,Month-to-month,Fiber optic,LOW,8.421786120591584,640.9,21.0,747
0.2600362,0,"charge_per_service, tenure, DeviceProtection_Yes",71,80.1,5585.4,Two year,DSL,LOW,1.0,80.1,20.83,748
0.32006198,0,"PaymentMethod_Electronic check, tenure, StreamingTV_Yes",47,65.0,2879.9,Two year,DSL,LOW,1.0,65.0,20.8,749
0.18137613,0,"tenure, OnlineBackup_Yes, StreamingMovies_Yes",72,114.65,8333.95,Two year,Fiber optic,LOW,1.0,114.65,20.79,750
0.008534625,0,"Contract_Two year, PaymentMethod_Electronic check, num_services",7,95.6,644.35,Month-to-month,Fiber optic,LOW,25.421786120591584,2430.32,20.74,751
0.1897231,1,"charge_per_service, PaymentMethod_Electronic check, num_services",72,109.2,7878.3,Two year,Fiber optic,LOW,1.0,109.2,20.72,752
0.84152496,1,"tenure, StreamingMovies_Yes, StreamingTV_Yes",61,24.4,1417.9,Two year,No,HIGH,1.0,24.4,20.53,753
0.22841936,0,"charge_per_service, num_services, PaymentMethod_Electronic check",61,89.65,5308.7,Two year,DSL,LOW,1.0,89.65,20.48,754
0.8258445,0,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",40,24.8,1024.7,Two year,No,HIGH,1.0,24.8,20.48,754
0.18572085,0,"PaymentMethod_Electronic check, StreamingTV_Yes, DeviceProtection_Yes",32,109.55,3608.0,One year,Fiber optic,LOW,1.0,109.55,20.35,756
0.78717893,1,"tenure, num_services, PaymentMethod_Electronic check",44,25.7,1110.5,One year,No,HIGH,1.0,25.7,20.23,757
0.18787602,0,"charge_per_service, num_services, PaymentMethod_Electronic check",56,107.25,6033.3,One year,Fiber optic,LOW,1.0,107.25,20.15,758
0.5004359,1,"num_services, DeviceProtection_Yes, OnlineBackup_Yes",70,40.05,2799.75,Two year,DSL,MEDIUM,1.0,40.05,20.04,759
0.01627085,0,"charge_per_service, MonthlyCharges, num_services",5,44.8,220.45,Month-to-month,DSL,LOW,27.421786120591584,1228.5,19.99,760
0.007939786,0,"TotalCharges, PaymentMethod_Electronic check, num_services",1,80.0,80.0,Month-to-month,Fiber optic,LOW,31.421786120591584,2513.74,19.96,761
0.008136191,0,"tenure, charge_per_service, PaymentMethod_Electronic check",4,85.95,381.3,Month-to-month,Fiber optic,LOW,28.421786120591584,2442.85,19.88,762
0.025871463,1,"tenure, StreamingTV_Yes, num_services",11,35.8,363.15,Month-to-month,DSL,LOW,21.421786120591584,766.9,19.84,763
0.17303242,1,"StreamingTV_Yes, DeviceProtection_Yes, num_services",54,114.65,6049.5,One year,Fiber optic,LOW,1.0,114.65,19.84,763
0.81020445,1,"StreamingTV_Yes, charge_per_service, StreamingMovies_Yes",46,24.45,1066.15,One year,No,HIGH,1.0,24.45,19.81,765
0.96120137,1,"tenure, charge_per_service, num_services",52,20.4,1090.65,One year,No,HIGH,1.0,20.4,19.61,766
0.048045296,1,"StreamingMovies_Yes, MonthlyCharges, DeviceProtection_Yes",12,19.8,229.6,One year,No,LOW,20.421786120591584,404.35,19.43,767
0.07229704,1,"PaymentMethod_Electronic check, OnlineBackup_Yes, DeviceProtection_Yes",19,19.95,373.5,Two year,No,LOW,13.421786120591584,267.76,19.36,768
0.25846326,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), StreamingMovies_Yes",41,74.7,3187.65,One year,DSL,LOW,1.0,74.7,19.31,769
0.9853543,1,"tenure, charge_per_service, num_services",52,19.6,1012.4,One year,No,HIGH,1.0,19.6,19.31,769
0.21157947,0,"PaymentMethod_Electronic check, charge_per_service, tenure",44,90.4,4063.0,Month-to-month,Fiber optic,LOW,1.0,90.4,19.13,771
0.3380348,0,"StreamingMovies_Yes, PaymentMethod_Electronic check, OnlineBackup_Yes",40,56.6,2379.1,Month-to-month,DSL,LOW,1.0,56.6,19.13,771
0.08748562,0,"tenure, StreamingTV_Yes, TotalCharges",30,89.9,2723.15,Month-to-month,Fiber optic,LOW,2.421786120591584,217.72,19.05,773
0.94588023,1,"tenure, charge_per_service, num_services",53,19.85,1039.45,One year,No,HIGH,1.0,19.85,18.78,774
0.9298442,1,"DeviceProtection_Yes, tenure, StreamingMovies_Yes",47,20.15,1046.2,Two year,No,HIGH,1.0,20.15,18.74,775
0.94047457,1,"tenure, charge_per_service, num_services",44,19.9,868.1,Two year,No,HIGH,1.0,19.9,18.72,776
0.9056515,1,"charge_per_service, num_services, tenure",52,20.65,1022.95,One year,No,HIGH,1.0,20.65,18.7,777
0.008484874,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",1,69.25,69.25,Month-to-month,Fiber optic,LOW,31.421786120591584,2175.96,18.46,778
0.7472909,1,"num_services, charge_per_service, PaymentMethod_Electronic check",34,24.7,780.2,Month-to-month,No,HIGH,1.0,24.7,18.46,778
0.2710224,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, DeviceProtection_Yes",66,67.45,4508.65,Month-to-month,DSL,LOW,1.0,67.45,18.28,780
0.75301254,1,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",69,24.25,1641.8,Two year,No,HIGH,1.0,24.25,18.26,781
0.1646521,0,"tenure, num_services, PaymentMethod_Electronic check",72,110.8,7882.25,Two year,Fiber optic,LOW,1.0,110.8,18.24,782
0.9091301,0,"tenure, charge_per_service, num_services",46,19.95,927.1,Two year,No,HIGH,1.0,19.95,18.14,783
0.031265754,0,"PaymentMethod_Electronic check, Contract_Two year, num_services",4,20.35,76.35,Month-to-month,No,LOW,28.421786120591584,578.38,18.08,784
0.18133382,1,"num_services, StreamingMovies_Yes, MonthlyCharges",35,99.25,3532.0,One year,Fiber optic,LOW,1.0,99.25,18.0,785
0.17789233,0,"PaymentMethod_Electronic check, StreamingTV_Yes, StreamingMovies_Yes",35,100.25,3527.6,Month-to-month,Fiber optic,LOW,1.0,100.25,17.83,786
0.16872385,0,"charge_per_service, PaymentMethod_Electronic check, num_services",53,105.55,5682.25,Two year,Fiber optic,LOW,1.0,105.55,17.81,787
0.8813838,0,"charge_per_service, num_services, PaymentMethod_Electronic check",64,20.2,1277.75,Two year,No,HIGH,1.0,20.2,17.8,788
0.029472996,0,"Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes",1,19.15,19.15,Month-to-month,No,LOW,31.421786120591584,601.73,17.73,789
0.03599672,0,"tenure, StreamingTV_Yes, StreamingMovies_Yes",28,110.85,3204.4,Month-to-month,Fiber optic,LOW,4.421786120591584,490.15,17.64,790
0.16612032,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), charge_per_service",71,105.55,7405.5,Two year,Fiber optic,LOW,1.0,105.55,17.53,791
0.215435,0,"StreamingTV_Yes, OnlineBackup_Yes, tenure",38,81.0,3084.9,Two year,DSL,LOW,1.0,81.0,17.45,792
0.035569303,0,"charge_per_service, PaymentMethod_Electronic check, num_services",7,19.25,112.3,Month-to-month,No,LOW,25.421786120591584,489.37,17.41,793
0.9020841,1,"tenure, num_services, PaymentMethod_Electronic check",60,19.25,1103.25,Two year,No,HIGH,1.0,19.25,17.37,794
0.013300331,0,"tenure, PaymentMethod_Electronic check, StreamingMovies_Yes",18,90.1,1612.75,Month-to-month,Fiber optic,LOW,14.421786120591584,1299.4,17.28,795
0.2659273,0,"num_services, PaymentMethod_Electronic check, Contract_Two year",72,64.8,4732.35,Two year,DSL,LOW,1.0,64.8,17.23,796
0.009384417,0,"charge_per_service, num_services, TotalCharges",12,89.55,1021.75,Month-to-month,Fiber optic,LOW,20.421786120591584,1828.77,17.16,797
0.24512859,0,"PaymentMethod_Electronic check, StreamingTV_Yes, StreamingMovies_Yes",50,69.65,3442.15,One year,DSL,LOW,1.0,69.65,17.07,798
0.028540444,0,"tenure, Contract_Two year, num_services",1,19.0,19.0,Month-to-month,No,LOW,31.421786120591584,597.01,17.04,799
0.0097098425,0,"tenure, num_services, MonthlyCharges",8,71.15,563.65,Month-to-month,DSL,LOW,24.421786120591584,1737.61,16.87,800
0.0072974632,0,"charge_per_service, Contract_Two year, TotalCharges",2,75.9,143.35,Month-to-month,Fiber optic,LOW,30.421786120591584,2309.01,16.85,801
0.02906275,0,"Contract_Two year, PaymentMethod_Electronic check, InternetService_Fiber optic",3,19.6,61.35,One year,No,LOW,29.421786120591584,576.67,16.76,802
0.011498238,1,"charge_per_service, tenure, PaymentMethod_Electronic check",6,55.15,322.9,Month-to-month,DSL,LOW,26.421786120591584,1457.16,16.75,803
0.67174107,0,"num_services, charge_per_service, PaymentMethod_Electronic check",50,24.9,1195.25,Two year,No,MEDIUM,1.0,24.9,16.73,804
0.028344933,0,"PaymentMethod_Electronic check, StreamingTV_Yes, tenure",3,20.0,61.7,Month-to-month,No,LOW,29.421786120591584,588.44,16.68,805
0.81417394,1,"OnlineBackup_Yes, PaymentMethod_Electronic check, charge_per_service",35,20.1,655.3,Two year,No,HIGH,1.0,20.1,16.36,806
0.16351816,1,"Contract_Two year, PaymentMethod_Electronic check, DeviceProtection_Yes",34,100.05,3480.0,Month-to-month,Fiber optic,LOW,1.0,100.05,16.36,806
0.22014198,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), charge_per_service",52,74.0,3877.65,One year,DSL,LOW,1.0,74.0,16.29,808
0.01428294,0,"Contract_Two year, PaymentMethod_Electronic check, charge_per_service",4,40.05,162.45,Month-to-month,DSL,LOW,28.421786120591584,1138.29,16.26,809
0.1742391,0,"num_services, TotalCharges, StreamingMovies_Yes",60,93.25,5774.55,Month-to-month,Fiber optic,LOW,1.0,93.25,16.25,810
0.26571554,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), charge_per_service",58,61.05,3478.75,One year,DSL,LOW,1.0,61.05,16.22,811
0.015348721,0,"num_services, Contract_Two year, charge_per_service",18,73.15,1305.95,Month-to-month,Fiber optic,LOW,14.421786120591584,1054.95,16.19,812
0.20128432,0,"num_services, PaymentMethod_Electronic check, charge_per_service",36,80.4,2937.65,Month-to-month,Fiber optic,LOW,1.0,80.4,16.18,813
0.8110575,1,"tenure, num_services, PaymentMethod_Electronic check",71,19.8,1396.25,Two year,No,HIGH,1.0,19.8,16.06,814
0.015915897,0,"Contract_Two year, MonthlyCharges, PaymentMethod_Electronic check",20,80.7,1614.2,Month-to-month,Fiber optic,LOW,12.421786120591584,1002.44,15.95,815
0.06103992,0,"num_services, PaymentMethod_Electronic check, charge_per_service",30,107.5,3242.5,Month-to-month,Fiber optic,LOW,2.421786120591584,260.34,15.89,816
0.008040494,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",1,62.8,62.8,Month-to-month,DSL,LOW,31.421786120591584,1973.29,15.87,817
0.029378487,0,"tenure, charge_per_service, StreamingTV_Yes",26,83.75,2070.6,Month-to-month,Fiber optic,LOW,6.421786120591584,537.82,15.8,818
0.014523208,0,"charge_per_service, MonthlyCharges, PaymentMethod_Electronic check",11,50.55,565.35,Month-to-month,DSL,LOW,21.421786120591584,1082.87,15.73,819
0.019896539,1,"charge_per_service, PaymentMethod_Electronic check, InternetService_Fiber optic",25,105.5,2686.05,Month-to-month,Fiber optic,LOW,7.421786120591584,783.0,15.58,820
0.803154,1,"num_services, DeviceProtection_Yes, StreamingTV_Yes",72,19.4,1363.25,Two year,No,HIGH,1.0,19.4,15.58,820
0.7630879,0,"StreamingTV_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes",54,20.4,1090.6,Two year,No,HIGH,1.0,20.4,15.57,822
0.2055692,0,"tenure, StreamingTV_Yes, PaymentMethod_Electronic check",70,75.65,5411.4,Two year,Fiber optic,LOW,1.0,75.65,15.55,823
0.77776694,0,"StreamingTV_Yes, charge_per_service, num_services",65,19.9,1292.6,Two year,No,HIGH,1.0,19.9,15.48,824
0.13333115,0,"PaymentMethod_Electronic check, tenure, num_services",41,114.5,4527.45,Month-to-month,Fiber optic,LOW,1.0,114.5,15.27,825
0.17909269,1,"StreamingTV_Yes, PaymentMethod_Electronic check, num_services",66,85.25,5538.35,Two year,DSL,LOW,1.0,85.25,15.27,825
0.1355018,0,"charge_per_service, num_services, PaymentMethod_Electronic check",72,111.9,8071.05,Two year,Fiber optic,LOW,1.0,111.9,15.16,827
0.6147354,0,"num_services, tenure, PaymentMethod_Electronic check",51,24.6,1266.4,One year,No,MEDIUM,1.0,24.6,15.12,828
0.02441314,0,"StreamingTV_Yes, TotalCharges, StreamingMovies_Yes",1,19.65,19.65,One year,No,LOW,31.421786120591584,617.44,15.07,829
0.25184196,0,"charge_per_service, PaymentMethod_Electronic check, MonthlyCharges",49,59.6,2970.3,Month-to-month,DSL,LOW,1.0,59.6,15.01,830
0.2047357,0,"PaymentMethod_Electronic check, StreamingTV_Yes, num_services",67,72.35,4991.5,One year,DSL,LOW,1.0,72.35,14.81,831
0.12816668,0,"StreamingMovies_Yes, MonthlyCharges, PaymentMethod_Electronic check",29,33.75,1009.25,Month-to-month,DSL,LOW,3.421786120591584,115.49,14.8,832
0.036497615,1,"num_services, MonthlyCharges, TotalCharges",12,19.7,220.35,Month-to-month,No,LOW,20.421786120591584,402.31,14.68,833
0.70565045,0,"TotalCharges, charge_per_service, PaymentMethod_Electronic check",32,20.55,654.55,One year,No,HIGH,1.0,20.55,14.5,834
0.014253594,0,"num_services, charge_per_service, InternetService_Fiber optic",10,45.25,428.7,Month-to-month,DSL,LOW,22.421786120591584,1014.59,14.46,835
0.00973764,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",13,76.2,981.45,Month-to-month,DSL,LOW,19.421786120591584,1479.94,14.41,836
0.7244847,0,"charge_per_service, PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic)",72,19.8,1468.75,Two year,No,HIGH,1.0,19.8,14.34,837
0.75904375,0,"tenure, charge_per_service, num_services",53,18.7,1005.7,Two year,No,HIGH,1.0,18.7,14.19,838
0.007972276,0,"TotalCharges, PaymentMethod_Electronic check, tenure",7,69.85,515.45,Month-to-month,Fiber optic,LOW,25.421786120591584,1775.71,14.16,839
0.024204142,0,"Contract_Two year, MonthlyCharges, charge_per_service",10,26.1,225.55,Two year,No,LOW,22.421786120591584,585.21,14.16,839
0.7241644,1,"charge_per_service, StreamingMovies_Yes, PaymentMethod_Electronic check",59,19.3,1192.7,Two year,No,HIGH,1.0,19.3,13.98,841
0.67651683,0,"DeviceProtection_Yes, charge_per_service, PaymentMethod_Electronic check",35,20.5,759.35,Two year,No,MEDIUM,1.0,20.5,13.87,842
0.5393478,0,"TotalCharges, PaymentMethod_Electronic check, StreamingTV_Yes",71,25.45,1813.35,Two year,No,MEDIUM,1.0,25.45,13.73,843
0.14612977,0,"tenure, num_services, TotalCharges",49,93.85,4733.1,Month-to-month,Fiber optic,LOW,1.0,93.85,13.71,844
0.25411466,0,"PaymentMethod_Electronic check, StreamingTV_Yes, charge_per_service",57,53.75,3196.0,Month-to-month,DSL,LOW,1.0,53.75,13.66,845
0.006666777,0,"Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check",8,83.55,680.05,Month-to-month,Fiber optic,LOW,24.421786120591584,2040.44,13.6,846
0.008194344,0,"tenure, num_services, MonthlyCharges",10,72.85,688.65,Month-to-month,Fiber optic,LOW,22.421786120591584,1633.43,13.38,847
0.010087344,0,"PaymentMethod_Electronic check, tenure, charge_per_service",8,54.25,447.75,One year,DSL,LOW,24.421786120591584,1324.88,13.36,848
0.007042109,0,"TotalCharges, tenure, num_services",7,74.65,544.55,Month-to-month,Fiber optic,LOW,25.421786120591584,1897.74,13.36,848
0.20789267,1,"StreamingTV_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes",46,64.2,3009.5,Two year,DSL,LOW,1.0,64.2,13.35,850
0.034239218,0,"PaymentMethod_Electronic check, num_services, charge_per_service",13,20.0,268.45,Two year,No,LOW,19.421786120591584,388.44,13.3,851
0.0075326865,0,"PaymentMethod_Electronic check, charge_per_service, num_services",15,101.35,1553.95,Month-to-month,Fiber optic,LOW,17.421786120591584,1765.7,13.3,851
0.6722949,0,"charge_per_service, num_services, tenure",41,19.75,899.45,Two year,No,MEDIUM,1.0,19.75,13.28,853
0.057799157,0,"tenure, num_services, TotalCharges",21,20.0,417.7,Month-to-month,No,LOW,11.421786120591584,228.44,13.2,854
0.64052784,1,"num_services, MonthlyCharges, charge_per_service",61,20.55,1305.95,Two year,No,MEDIUM,1.0,20.55,13.16,855
0.0051102396,0,"tenure, charge_per_service, PaymentMethod_Electronic check",4,90.4,356.65,Month-to-month,Fiber optic,LOW,28.421786120591584,2569.33,13.13,856
0.1458655,0,"num_services, MonthlyCharges, PaymentMethod_Electronic check",67,89.55,6038.55,One year,Fiber optic,LOW,1.0,89.55,13.06,857
0.5304966,0,"tenure, charge_per_service, num_services",58,24.5,1497.9,One year,No,MEDIUM,1.0,24.5,13.0,858
0.0045602745,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",1,90.55,90.55,Month-to-month,Fiber optic,LOW,31.421786120591584,2845.24,12.98,859
0.005593146,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",1,73.6,73.6,Month-to-month,Fiber optic,LOW,31.421786120591584,2312.64,12.93,860
0.15082934,0,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",55,85.5,4713.4,Month-to-month,Fiber optic,LOW,1.0,85.5,12.9,861
0.24708922,0,"OnlineBackup_Yes, num_services, StreamingMovies_Yes",39,51.05,2066.0,Month-to-month,DSL,LOW,1.0,51.05,12.61,862
0.16477402,0,"PaymentMethod_Electronic check, num_services, StreamingMovies_Yes",59,75.95,4542.35,Two year,DSL,LOW,1.0,75.95,12.51,863
0.61396825,0,"StreamingTV_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes",37,20.35,697.65,Month-to-month,No,MEDIUM,1.0,20.35,12.49,864
0.00523553,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",3,80.4,224.05,Month-to-month,Fiber optic,LOW,29.421786120591584,2365.51,12.38,865
0.19661006,0,"tenure, num_services, TotalCharges",37,62.8,2278.75,Two year,DSL,LOW,1.0,62.8,12.35,866
0.6104471,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, charge_per_service",32,20.05,614.45,Two year,No,MEDIUM,1.0,20.05,12.24,867
0.12241413,0,"charge_per_service, tenure, PaymentMethod_Electronic check",59,99.5,5861.75,Two year,Fiber optic,LOW,1.0,99.5,12.18,868
0.13543893,1,"Contract_Two year, tenure, PaymentMethod_Electronic check",49,89.85,4287.2,One year,Fiber optic,LOW,1.0,89.85,12.17,869
0.10394346,1,"tenure, StreamingMovies_Yes, PaymentMethod_Electronic check",31,81.7,2548.65,One year,Fiber optic,LOW,1.4217861205915838,116.16,12.07,870
0.13995773,0,"StreamingTV_Yes, PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic)",29,25.15,702.0,Month-to-month,No,LOW,3.421786120591584,86.06,12.04,871
0.004853077,0,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",10,110.1,1043.3,Month-to-month,Fiber optic,LOW,22.421786120591584,2468.64,11.98,872
0.115722276,0,"StreamingTV_Yes, TotalCharges, num_services",63,103.4,6603.0,Month-to-month,Fiber optic,LOW,1.0,103.4,11.97,873
0.5798418,0,"num_services, MonthlyCharges, OnlineBackup_Yes",47,20.55,1013.05,One year,No,MEDIUM,1.0,20.55,11.92,874
0.6123591,1,"StreamingTV_Yes, PaymentMethod_Electronic check, num_services",61,19.4,1182.55,Month-to-month,No,MEDIUM,1.0,19.4,11.88,875
0.5653363,1,"charge_per_service, StreamingMovies_Yes, PaymentMethod_Electronic check",36,20.85,720.05,One year,No,MEDIUM,1.0,20.85,11.79,876
0.12951949,0,"PaymentMethod_Electronic check, tenure, StreamingMovies_Yes",49,90.05,4547.25,Month-to-month,Fiber optic,LOW,1.0,90.05,11.66,877
